poi_id:ID,id_slug,label,subset:LABEL,parent,definition,synonym,xref_DOID,xref_MESH,xref_UMLS,source,source_pmids,n_sources:int,xref_CHEBI,xref_GO,xref_MONDO,normalized_label,original_label,norm_method,norm_confidence,synonyms,hitl_split_flag,hitl_members
ARDS_POI:01193,resp-score-external-validation-auc,External validation of RESP score AUC,POI_outcome,,,,,D064223,C0662804,promoted_from_kg,24693864,1,,,,Area Under the Receiver Operating Characteristic Curve,External validation of RESP score AUC,claude_api,HIGH,,,
ARDS_POI:01196,no-impact-on-hospital-length-of-stay,No impact on hospital length of stay,POI_outcome,,,,,D006801,C0019080,promoted_from_kg,16204666,1,,,,Hospital Length of Stay,No impact on hospital length of stay,claude_api,HIGH,,,
ARDS_POI:01197,increased-inotrope-use,Increased inotrope use,POI_outcome,,,,,D007342,C0021789,promoted_from_kg,16204666,1,,,,Inotropic agents,Increased inotrope use,claude_api,HIGH,,,
ARDS_POI:01198,increased-iv-vasodilator-use,Increased IV vasodilator use,POI_outcome,,,,,D014665,C0042401,promoted_from_kg,16204666,1,,,,Vasodilator Administration,Increased IV vasodilator use,claude_api,HIGH,,,
ARDS_POI:01201,reduced-who-cps-above-5-day4,Reduced WHO-CPS >5 at day 4,POI_outcome,,,,,D064420,C4082119,promoted_from_kg,33080017,1,,,,WHO-CPS score reduction,Reduced WHO-CPS >5 at day 4,claude_api,MEDIUM,,,
ARDS_POI:01205,reduced-pulmonary-neutrophil-recruitment,Reduced pulmonary neutrophil recruitment,POI_outcome,,,,,D020378,C1155362,promoted_from_kg,10470743,1,,GO:0002233,,Neutrophil recruitment,Reduced pulmonary neutrophil recruitment,claude_api,HIGH,,,
ARDS_POI:01213,icuap-diagnosis,ICU-acquired paresis diagnosis,POI_outcome,,,,DOID:0080204,D008668,C0085493,promoted_from_kg,18511703,1,,,,Intensive Care Unit-Acquired Weakness,ICU-acquired paresis diagnosis,claude_api,HIGH,,,
ARDS_POI:01220,decreased-interleukin-6,Decreased interleukin-6,POI_outcome,,,,,D007356,C0021753,promoted_from_kg,15644641,1,CHEBI:146921,GO:0005138,,Interleukin-6,Decreased interleukin-6,claude_api,HIGH,,,
ARDS_POI:01221,decreased-interleukin-8,Decreased interleukin-8,POI_outcome,,,,,D007357,C0021756,promoted_from_kg,15644641,1,CHEBI:138122,GO:0008009,,Interleukin-8,Decreased interleukin-8,claude_api,HIGH,,,
ARDS_POI:01227,elevated-interleukin-6-interleukin-8,Elevated interleukin-6 and interleukin-8,POI_mechanism,,,,,D015850,C0021759,promoted_from_kg,15644641,1,,,,Interleukin-6 and Interleukin-8 elevation,Elevated interleukin-6 and interleukin-8,claude_api,HIGH,,,
ARDS_POI:01229,epithelial-cell-apoptosis-kidney,Epithelial cell apoptosis in kidney,POI_mechanism,,,,,D011656,C0032943,promoted_from_kg,12709468,1,,GO:0006915,,apoptosis,Epithelial cell apoptosis in kidney,claude_api,HIGH,,,
ARDS_POI:01230,epithelial-cell-apoptosis-intestine,Epithelial cell apoptosis in small intestine,POI_mechanism,,,,,D007428,C0010146,promoted_from_kg,12709468,1,,GO:0006915,,apoptotic process,Epithelial cell apoptosis in small intestine,claude_api,MEDIUM,,,
ARDS_POI:01238,solid-organ-transplantation,Solid organ transplantation,POI_context,,,,,D013375,C0037943,promoted_from_kg,10634340,1,,,,Organ Transplantation,Solid organ transplantation,claude_api,HIGH,,,
ARDS_POI:01243,general-anesthesia,General anesthesia context,POI_context,,,,,D000368,C0001926,promoted_from_kg,24894577|26174419,2,,,,General Anesthesia,General anesthesia context,claude_api,HIGH,,,
ARDS_POI:01248,shock,Shock,POI_context,,,,DOID:9880,D012764,C0036572,promoted_from_kg,12441753|14645314,2,,,,Shock,Shock,claude_api,HIGH,,,
ARDS_POI:01251,ras-peptide-modulation,Modulation of RAS peptides,POI_mechanism,,,,,D020741,C1148573,promoted_from_kg,28877748,1,,GO:0007265,,RAS protein signaling,Modulation of RAS peptides,claude_api,HIGH,,,
ARDS_POI:01256,allogeneic-mesenchymal-stromal-cells,Allogeneic mesenchymal stromal cells,POI_intervention,,,,,D059630,C1257975,promoted_from_kg,30455077,1,,,,Mesenchymal Stromal Cells,Allogeneic mesenchymal stromal cells,claude_api,HIGH,,,
ARDS_POI:01258,increased-severe-illness,Increased severe illness,POI_outcome,,,,,D013315,C0036690,promoted_from_kg,33341155,1,,,,Severe illness,Increased severe illness,claude_api,MEDIUM,,,
ARDS_POI:01259,decreased-cardiovascular-complications,Decreased cardiovascular complications,POI_outcome,,,,,D002318,C0007222,promoted_from_kg,33341155,1,,,,Cardiovascular complications,Decreased cardiovascular complications,claude_api,HIGH,,,
ARDS_POI:01262,improved-90-day-survival,Improved 90-day survival,POI_outcome,,,,,D013378,C0038351,promoted_from_kg,14500259|12689847,2,,,,90-day survival,Improved 90-day survival,claude_api,HIGH,,,
ARDS_POI:01263,improved-hypoxemia-and-tachypnea,Improved hypoxemia and tachypnea,POI_outcome,,,,DOID:12417,D000860,C0242184,promoted_from_kg,14500259,1,,,,Hypoxemia,Improved hypoxemia and tachypnea,rule,HIGH,,,
ARDS_POI:01281,postextubation,Postextubation context,POI_context,,,,,D018580,C0031809,promoted_from_kg,27706464|25003980,2,,,,Postextubation period,Postextubation context,claude_api,MEDIUM,,,
ARDS_POI:01283,peak-cough-flow-threshold-160-lmin,Peak cough flow >160 L/min,POI_intervention,,,,,D003371,C0010286,promoted_from_kg,8989078,1,,,,cough flow rate,Peak cough flow >160 L/min,claude_api,MEDIUM,,,
ARDS_POI:01286,neuromuscular-ventilatory-insufficiency,Neuromuscular ventilatory insufficiency,POI_population,,,,DOID:11963,D012131,C0035229,promoted_from_kg,8989078,1,,,,Neuromuscular Respiratory Insufficiency,Neuromuscular ventilatory insufficiency,claude_api,HIGH,,,
ARDS_POI:01288,ziprasidone-for-delirium-in-critical-illness,Ziprasidone for delirium in critical illness,POI_intervention,,,,,D016481,C0042193,promoted_from_kg,30346242,1,CHEBI:10102,,,Ziprasidone,Ziprasidone for delirium in critical illness,claude_api,HIGH,,,
ARDS_POI:01294,ventilation-perfusion-matching-improvement,Ventilation-perfusion matching improvement,POI_mechanism,,,,,D014680,C0042813,promoted_from_kg,16556697,1,,GO:0007588,,Ventilation-Perfusion Matching,Ventilation-perfusion matching improvement,claude_api,HIGH,,,
ARDS_POI:01301,cytokine-modulation,Cytokine modulation,POI_mechanism,,,,,D016207,C1327622,promoted_from_kg,25688779,1,,GO:0001816,,Cytokine regulation,Cytokine modulation,claude_api,HIGH,,,
ARDS_POI:01304,inflammasome-activation,Inflammasome activation,POI_mechanism,,,,,D000073633,C3850141,promoted_from_kg,22461369,1,,GO:0035556,,inflammasome activation,Inflammasome activation,claude_api,HIGH,,,
ARDS_POI:01305,inflammasome-cytokine-production,Inflammasome-regulated cytokine production,POI_mechanism,,,,,D000072181,C3714636,promoted_from_kg,22461369,1,,GO:0002696,,inflammasome-regulated cytokine production,Inflammasome-regulated cytokine production,claude_api,HIGH,,,
ARDS_POI:01310,guide-therapy,Guide therapy,POI_outcome,,,,,D000073,C4517629,promoted_from_kg,27520452,1,,,,Guided therapy,Guide therapy,claude_api,MEDIUM,,,
ARDS_POI:01311,acute-illness,Acute illness,POI_context,,,,DOID:0001816,D000208,C0001675,promoted_from_kg,27520452,1,,,,Acute Disease,Acute illness,claude_api,HIGH,,,
ARDS_POI:01326,reduced-worse-clinical-status-who-cps-day28,Reduced worse clinical status on WHO-CPS at day 28,POI_outcome,,,,,D000072096,C0683325,promoted_from_kg,34480127,1,,,,Clinical Status Assessment,Reduced worse clinical status on WHO-CPS at day 28,claude_api,MEDIUM,,,
ARDS_POI:01329,reduced-plasma-il6-levels,Reduced plasma IL-6 levels,POI_outcome,,,,,D015850,C0021760,promoted_from_kg,20055989,1,CHEBI:81497,,,Interleukin-6 measurement,Reduced plasma IL-6 levels,claude_api,HIGH,,,
ARDS_POI:01336,svc-collapse-ventricular-underfilling,SVC collapse due to ventricular underfilling,POI_mechanism,,,,DOID:0050486,D006331,C0020832,promoted_from_kg,15375649,1,,,,Superior vena cava collapse,SVC collapse due to ventricular underfilling,claude_api,MEDIUM,,,
ARDS_POI:01343,simvastatin-intervention,Simvastatin,POI_intervention,,,,,D018161,C0037226,promoted_from_kg,25268516,1,CHEBI:9150,,,Simvastatin,Simvastatin,claude_api,HIGH,,,
ARDS_POI:01346,solid-cancer,Solid tumour cancer,POI_population,,,,DOID:3119,D009369,C0006826,promoted_from_kg,19200368,1,,,,Solid Neoplasm,Solid tumour cancer,claude_api,HIGH,,,
ARDS_POI:01350,cancer-patients,Cancer patients,POI_population,,,,,D009369,C0006826,promoted_from_kg,19200368|11373414|18090351,3,,,,Cancer Patients,Cancer patients,claude_api,HIGH,,,
ARDS_POI:01351,icu-admission,ICU admission,POI_context,,,,,D007333,C0021300,promoted_from_kg,32255382|19200368,2,,,,Intensive Care Unit admission,ICU admission,claude_api,HIGH,,,
ARDS_POI:01355,conservative-or-deresuscitative-fluid-strategy,Conservative or deresuscitative fluid strategy,POI_intervention,,,,,D017886,C0035964,promoted_from_kg,27734109,1,,,,fluid resuscitation strategy,Conservative or deresuscitative fluid strategy,claude_api,MEDIUM,,,
ARDS_POI:01359,long-term-impairments-after-critical-illness,Long-term impairments after critical illness,POI_disease,,,,DOID:0080749,D000071069,C4551564,promoted_from_kg,32947467,1,,,,Post-intensive care syndrome,Long-term impairments after critical illness,claude_api,HIGH,,,
ARDS_POI:01360,fluid-overload,Fluid overload,POI_intervention,,,,DOID:0050486,D006440,C0020676,promoted_from_kg,33009098,1,,,,Fluid Overload,Fluid overload,claude_api,HIGH,,,
ARDS_POI:01365,increased-mortality-aki,Increased mortality in acute kidney injury,POI_outcome,,,,DOID:2359,D058186,C0022660,promoted_from_kg,33009098,1,,,MONDO:0002492,Acute kidney injury,Increased mortality in acute kidney injury,rule,HIGH,,,
ARDS_POI:01369,surgery,Surgery,POI_context,,,,,D013577,C0038303,promoted_from_kg,33009098,1,,,,Surgical Procedures,Surgery,claude_api,HIGH,,,
ARDS_POI:01377,increased-serum-protein,Increased serum protein,POI_outcome,,,,DOID:0050696,D006956,C0020538,promoted_from_kg,16096441,1,,,,Hyperproteinemia,Increased serum protein,claude_api,HIGH,,,
ARDS_POI:01382,hypoventilation-detection-impairment,Hypoventilation detection impairment,POI_mechanism,,,,DOID:12235,D006943,C0020677,promoted_from_kg,15539726,1,,,,Hypoventilation,Hypoventilation detection impairment,claude_api,MEDIUM,,,
ARDS_POI:01383,perioperative,Perioperative context,POI_context,,,,,D013997,C0031809,promoted_from_kg,15539726,1,,,,Perioperative Period,Perioperative context,claude_api,HIGH,,,
ARDS_POI:01388,more-icu-free-days,More ICU-free days,POI_outcome,,,,,D018806,C0021708,promoted_from_kg,19103612,1,,,,ICU-free days,More ICU-free days,claude_api,HIGH,,,
ARDS_POI:01393,global-lung-aeration-assessment,Assessment of global lung aeration,POI_outcome,,,,,D008168,C0024109,promoted_from_kg,30048331,1,,,,Lung aeration,Assessment of global lung aeration,claude_api,HIGH,,,
ARDS_POI:01395,regional-lung-aeration-assessment,Assessment of regional lung aeration,POI_outcome,,,,,D008168,C0024109,promoted_from_kg,30048331,1,,,,Regional lung aeration assessment,Assessment of regional lung aeration,claude_api,MEDIUM,,,
ARDS_POI:01399,improved-alveolar-ventilation-efficiency,Improved alveolar ventilation efficiency,POI_mechanism,,,,,D000469,C0003074,promoted_from_kg,14668608,1,,GO:0007588,,Alveolar ventilation,Improved alveolar ventilation efficiency,claude_api,HIGH,,,
ARDS_POI:01403,dependent-lung-filling-perflubron,Dependent lung filling with perflubron,POI_intervention,,,,,D054810,C0282624,promoted_from_kg,8569018,1,CHEBI:5403,,,Liquid ventilation with perflubron,Dependent lung filling with perflubron,claude_api,MEDIUM,,,
ARDS_POI:01406,improved-pulmonary-compliance,Improved pulmonary compliance,POI_outcome,,,,,D011653,C0034707,promoted_from_kg,8569018,1,,GO:0007588,,pulmonary compliance,Improved pulmonary compliance,claude_api,HIGH,,,
ARDS_POI:01411,chest-radiograph-interpretation,Chest radiograph interpretation,POI_context,,,,,D001942,C0034623,promoted_from_kg,10619802,1,,,,Chest X-ray,Chest radiograph interpretation,claude_api,HIGH,,,
ARDS_POI:01417,lung-injury-score,Lung Injury Score,POI_intervention,,,,,D018409,C0451816,promoted_from_kg,16215375,1,,,,Lung Injury Score,Lung Injury Score,claude_api,HIGH,,,
ARDS_POI:01420,critical-care,Critical care context,POI_context,,,,,D003422,C0010337,promoted_from_kg,16215375|11777361,2,,,,Critical Care,Critical care context,claude_api,HIGH,,,
ARDS_POI:01422,ecco2r-co2-removal,ECCO2R for CO2 removal,POI_intervention,,,,,D005168,C0010127,promoted_from_kg,30790030,1,,,,Extracorporeal CO2 removal,ECCO2R for CO2 removal,claude_api,HIGH,,,
ARDS_POI:01448,black-race,Black race,POI_population,,,,,D001540,C0005789,promoted_from_kg,19050621,1,,,,Black or African American,Black race,claude_api,HIGH,,,
ARDS_POI:01449,hispanic-ethnicity,Hispanic ethnicity,POI_population,,,,,D006491,C0005842,promoted_from_kg,19050621,1,,,,Hispanic or Latino,Hispanic ethnicity,claude_api,HIGH,,,
ARDS_POI:01450,white-race,White race,POI_population,,,,,D006750,C1513383,promoted_from_kg,19050621,1,,,,White race,White race,claude_api,MEDIUM,,,
ARDS_POI:01456,pharmacotherapy,Pharmacotherapy context,POI_context,,,,,D004358,C0013216,promoted_from_kg,37633303,1,,,,Drug Therapy,Pharmacotherapy context,claude_api,HIGH,,,
ARDS_POI:01467,upper-airway-obstruction-diagnosis,Upper airway obstruction diagnosis,POI_outcome,,,,DOID:0050502,D001348,C0004096,promoted_from_kg,19399474,1,,,,Upper airway obstruction,Upper airway obstruction diagnosis,claude_api,HIGH,,,
ARDS_POI:01471,impaired-alveolar-fluid-clearance,Impaired alveolar fluid clearance,POI_mechanism,,,,,D044484,C1145670,promoted_from_kg,27018314,1,,GO:0034045,,Impaired alveolar fluid clearance,Impaired alveolar fluid clearance,claude_api,HIGH,,,
ARDS_POI:01481,spontaneous-awakening-trials,Spontaneous Awakening Trials,POI_intervention,,,,,D061388,C3697357,promoted_from_kg,18191684,1,,,,Spontaneous Awakening Trial,Spontaneous Awakening Trials,claude_api,HIGH,,,
ARDS_POI:01493,reduced-icu-costs,Reduced ICU costs,POI_outcome,,,,,D017721,C0021701,promoted_from_kg,8948561,1,,,,Intensive Care Unit Costs,Reduced ICU costs,claude_api,MEDIUM,,,
ARDS_POI:01494,reduced-hospital-costs,Reduced hospital costs,POI_outcome,,,,,D017721,C0010684,promoted_from_kg,8948561,1,,,,Healthcare Costs,Reduced hospital costs,claude_api,MEDIUM,,,
ARDS_POI:01511,reduced-treatment-failure-copd-exacerbation,Reduced treatment failure in COPD exacerbation,POI_outcome,,,,DOID:0050741,D055424,C0242621,promoted_from_kg,12543832,1,,,,COPD exacerbation treatment failure,Reduced treatment failure in COPD exacerbation,claude_api,HIGH,,,
ARDS_POI:01512,improved-respiratory-parameters-copd-exacerbation,Improved respiratory parameters in COPD exacerbation,POI_outcome,,,,DOID:0050741,D012131,C0035203,promoted_from_kg,12543832,1,,GO:0007585,,respiratory function improvement,Improved respiratory parameters in COPD exacerbation,claude_api,MEDIUM,,,
ARDS_POI:01537,deconditioning,Deconditioning,POI_outcome,,,,,D003681,C0011850,promoted_from_kg,18283429,1,,,,Deconditioning,Deconditioning,claude_api,HIGH,,,
ARDS_POI:01538,impaired-airway-clearance,Impaired airway clearance,POI_mechanism,,,,,D000332,C0231835,promoted_from_kg,18283429,1,,,,Impaired Airway Clearance,Impaired airway clearance,claude_api,HIGH,,,
ARDS_POI:01541,weaning-failure,Weaning failure,POI_outcome,,,,,D052929,C0239123,promoted_from_kg,18283429|16276167|12411288,3,,,,Weaning Failure,Weaning failure,claude_api,HIGH,,,
ARDS_POI:01544,composite-clinical-worsening,Composite clinical worsening,POI_outcome,,,,,D018450,C0205179,promoted_from_kg,33080005,1,,,,Clinical Deterioration,Composite clinical worsening,claude_api,HIGH,,,
ARDS_POI:01548,increased-first-attempt-extubation-success,Increased first-attempt extubation success,POI_outcome,,,,,D005120,C0559470,promoted_from_kg,17962636,1,,,,Extubation Success,Increased first-attempt extubation success,claude_api,HIGH,,,
ARDS_POI:01549,decreased-use-simv,Decreased use of SIMV,POI_intervention,,,,,D018629,C0199470,promoted_from_kg,17962636,1,,,,Synchronized Intermittent Mandatory Ventilation,Decreased use of SIMV,claude_api,HIGH,,,
ARDS_POI:01551,improved-weaning-outcomes,Improved weaning outcomes,POI_outcome,,,,,D015300,C0043157,promoted_from_kg,17962636,1,,,,Weaning success,Improved weaning outcomes,claude_api,MEDIUM,,,
ARDS_POI:01555,pulse-pressure-variation-deltapp,Pulse pressure variation (DeltaPP),POI_intervention,,,,,D058185,C1456820,promoted_from_kg,15754196,1,,,,Pulse Pressure Variation,Pulse pressure variation (DeltaPP),claude_api,HIGH,,,
ARDS_POI:01561,peak-inspiratory-pressure-limitation,Peak inspiratory pressure limitation,POI_mechanism,,,,,D010366,C0428622,promoted_from_kg,7924367,1,,,,Peak Inspiratory Pressure,Peak inspiratory pressure limitation,claude_api,MEDIUM,,,
ARDS_POI:01564,noncardiothoracic-surgery,Noncardiothoracic surgery,POI_context,,,,,D013514,C0038895,promoted_from_kg,16618957|16618955,2,,,,Surgery,Noncardiothoracic surgery,claude_api,MEDIUM,,,
ARDS_POI:01582,selective-nasogastric-tube-use-abdominal-surgery,Selective nasogastric tube use after abdominal surgery,POI_intervention,,,,,D017721,C0028807,promoted_from_kg,16618957,1,,,,Nasogastric tube insertion,Selective nasogastric tube use after abdominal surgery,claude_api,HIGH,,,
